Taxon,Parameter,Value,Abundance,Date,Location
Ceratophyllum demersum,pH,8.2,3,18/08/2009,NW_805180
Ceratophyllum demersum,HCO3,238,3,27/08/2009,ST_310020
Ceratophyllum demersum,TN,9.2,3,23/06/2009,NI_33952011
Ceratophyllum demersum,pH,7.8,3,11/08/2010,NW_716716
Ceratophyllum demersum,HCO3,512.5,3,22/08/2012,ST_417520
Ceratophyllum demersum,TP,0.21,2,11/07/2014,ST_410610
Ceratophyllum demersum,pH,7.01,1,25/07/2006,NW_803698
Ceratophyllum demersum,pH,7.6,3,05/09/2012,ST_415910
Ceratophyllum demersum,TP,0.1,1,25/05/2009,NW_801057
Ceratophyllum demersum,TN,4.17,1,29/07/2012,NW_126809
Ceratophyllum demersum,TN,4.63,1,25/06/2012,NW_126500
Ceratophyllum demersum,pH,8,1,25/07/2005,ST_415720
Ceratophyllum demersum,pH,7.9,3,26/08/2010,BY_2925
Ceratophyllum demersum,TP,0.11,3,28/08/2014,ST_410195
Ceratophyllum demersum,TP,0.09,3,28/08/2014,ST_410195
Ceratophyllum demersum,TP,0.1956,2,27/08/2012,TH_TH_2150
Ceratophyllum demersum,TP,0.15,3,18/08/2009,NW_805180
Ceratophyllum demersum,TN,4.2,3,28/08/2014,ST_410195
Ceratophyllum demersum,HCO3,195.3,1,15/09/2012,ST_415280
Ceratophyllum demersum,TN,1.49,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,TN,2.89,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,TP,0.18,4,05/09/2012,ST_415900
Ceratophyllum demersum,pH,7.4,1,14/07/2007,NI_92862410
Ceratophyllum demersum,TP,0.14,3,23/06/2009,NI_33952011
Ceratophyllum demersum,pH,7.9,2,11/07/2014,ST_410610
Ceratophyllum demersum,HCO3,79,1,16/09/2012,SN_OBF22713
Ceratophyllum demersum,TN,8.08,2,01/08/2011,NW_311558
Ceratophyllum demersum,pH,7.8,4,26/07/2011,ST_413770
Ceratophyllum demersum,TP,0.08,4,26/07/2011,ST_413770
Ceratophyllum demersum,TN,1.3,4,30/08/2012,ST_417010
Ceratophyllum demersum,TN,5.5,1,10/08/2011,SN_OBF48820
Ceratophyllum demersum,TP,0.16,4,30/08/2012,ST_417010
Ceratophyllum demersum,pH,7.5,3,05/09/2012,NI_49412192
Ceratophyllum demersum,TN,3.18,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,TN,3,1,14/07/2007,NI_92862410
Ceratophyllum demersum,pH,7.7,4,05/09/2012,ST_415900
Ceratophyllum demersum,HCO3,146.4,3,05/09/2012,ST_415910
Ceratophyllum demersum,pH,7.89,2,27/08/2007,NW_831220
Ceratophyllum demersum,TP,0.15,3,23/06/2009,NI_33952011
Ceratophyllum demersum,TP,0.06,2,06/08/2009,ST_418305
Ceratophyllum demersum,TP,0.25,1,13/09/2011,ST_414105
Ceratophyllum demersum,HCO3,92,2,06/09/2006,SN_OBF16080
Ceratophyllum demersum,TN,4.6,3,08/08/2011,SN_OBF15050
Ceratophyllum demersum,TP,0.28,3,08/08/2011,SN_OBF15050
Ceratophyllum demersum,pH,8.19,2,27/08/2012,TH_TH_2150
Ceratophyllum demersum,HCO3,201.4,3,27/08/2009,ST_310020
Ceratophyllum demersum,HCO3,122,2,02/08/2012,ST_418120
Ceratophyllum demersum,TP,0.1,3,05/09/2012,NI_49412192
Ceratophyllum demersum,TN,14,3,23/06/2009,NI_33952011
Ceratophyllum demersum,TN,4.8,2,27/08/2007,NW_831220
Ceratophyllum demersum,TP,0.31,3,20/07/2011,SN_OBF02831
Ceratophyllum demersum,pH,8,1,23/06/2009,NI_92862013
Ceratophyllum demersum,pH,7.5,1,23/06/2009,NI_92862013
Ceratophyllum demersum,pH,7.93,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,pH,8.1,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,TP,0.05,1,24/06/2008,NW_802189
Ceratophyllum demersum,TN,4.57,1,29/07/2012,NW_126809
Ceratophyllum demersum,pH,7.73,1,12/09/2006,NW_803236
Ceratophyllum demersum,TP,0.474,3,30/07/2010,BW_KR026.00
Ceratophyllum demersum,TP,0.13,3,18/08/2009,NW_805180
Ceratophyllum demersum,TN,3.3,3,28/08/2014,ST_410195
Ceratophyllum demersum,TP,0.19,2,04/08/2014,ST_310095
Ceratophyllum demersum,TP,0.14,3,05/09/2012,NI_49412192
Ceratophyllum demersum,TN,1.66,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,TN,1.21,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,TP,0.99,3,24/07/2014,ST_310710
Ceratophyllum demersum,TP,0.12,3,11/08/2010,NW_716716
Ceratophyllum demersum,pH,7.6,4,05/09/2012,ST_415900
Ceratophyllum demersum,TP,0.09,3,23/06/2009,NI_33952011
Ceratophyllum demersum,TN,1.8,3,05/09/2012,NI_49432043
Ceratophyllum demersum,HCO3,57,2,02/08/2006,SN_OBF08900
Ceratophyllum demersum,HCO3,73,2,02/08/2006,SN_OBF08900
Ceratophyllum demersum,TN,1.4,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,TN,5.76,1,08/08/2010,MV_BUCHHO_1
Ceratophyllum demersum,pH,8.28,2,27/08/2012,TH_TH_2150
Ceratophyllum demersum,HCO3,250,4,01/09/2014,ST_411220
Ceratophyllum demersum,TP,0.17,4,05/09/2012,ST_415900
Ceratophyllum demersum,pH,8.1,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,HCO3,463.7,3,22/08/2012,ST_417520
Ceratophyllum demersum,TP,0.025,2,27/08/2007,NW_831220
Ceratophyllum demersum,pH,7.81,2,27/08/2007,NW_831220
Ceratophyllum demersum,pH,7.9,2,05/09/2010,NW_311996
Ceratophyllum demersum,TN,2.2,1,30/07/2010,NW_803510
Ceratophyllum demersum,TP,0.103,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,TP,0.12,2,06/09/2006,SN_OBF16080
Ceratophyllum demersum,TP,0.21,2,06/09/2006,SN_OBF16080
Ceratophyllum demersum,TN,3.72,1,26/06/2012,NW_614208
Ceratophyllum demersum,pH,7.7,3,05/09/2012,NI_49412192
Ceratophyllum demersum,TN,4.5,4,28/08/2009,ST_313589
Ceratophyllum demersum,TN,9.9,1,31/08/2011,TH_TH_2009
Ceratophyllum demersum,pH,7.7,2,11/07/2014,ST_410610
Ceratophyllum demersum,pH,7.75,1,25/07/2006,NW_803698
Ceratophyllum demersum,pH,8.3,3,08/08/2012,NW_515000
Ceratophyllum demersum,pH,8.3,1,25/05/2009,NW_801057
Ceratophyllum demersum,HCO3,207.5,3,30/07/2012,ST_410170
Ceratophyllum demersum,HCO3,260,2,27/08/2012,TH_TH_2150
Ceratophyllum demersum,TN,4,3,30/07/2012,ST_410170
Ceratophyllum demersum,pH,8,3,26/08/2010,BY_2925
Ceratophyllum demersum,TP,0.1583,2,27/08/2012,TH_TH_2150
Ceratophyllum demersum,TP,0.16,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,TP,0.15,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,pH,7.9,1,14/08/2012,NW_516200
Ceratophyllum demersum,HCO3,140.3,3,05/09/2012,ST_415910
Ceratophyllum demersum,pH,7.72,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,TN,3.9,1,14/07/2010,NW_471823
Ceratophyllum demersum,TN,8.09,1,08/08/2010,MV_BUCHHO_1
Ceratophyllum demersum,TN,0.9,3,28/08/2009,ST_313587
Ceratophyllum demersum,HCO3,275,2,11/09/2014,ST_411221
Ceratophyllum demersum,TP,0.11,3,28/08/2014,ST_414655
Ceratophyllum demersum,HCO3,238,4,01/09/2014,ST_411220
Ceratophyllum demersum,pH,7.97,2,27/08/2007,NW_831220
Ceratophyllum demersum,TP,0.13,2,27/08/2007,NW_831220
Ceratophyllum demersum,TN,26.6,3,07/07/2009,NW_147310
Ceratophyllum demersum,TN,4.1,2,15/08/2011,SN_OBF62001
Ceratophyllum demersum,TP,0.1,2,05/09/2010,NW_311996
Ceratophyllum demersum,pH,7.9,2,31/08/2012,ST_410725
Ceratophyllum demersum,TP,0.39,1,30/07/2010,NW_803510
Ceratophyllum demersum,TN,4.16,1,26/06/2012,NW_614208
Ceratophyllum demersum,pH,8,1,26/06/2012,NW_614208
Ceratophyllum demersum,HCO3,231.9,1,30/08/2012,ST_417435
Ceratophyllum demersum,TP,0.15,3,05/09/2012,NI_49412192
Ceratophyllum demersum,TP,0.18,3,20/07/2011,SN_OBF02831
Ceratophyllum demersum,pH,7.3,3,20/07/2011,SN_OBF02831
Ceratophyllum demersum,TN,2.4,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,pH,7.6,1,24/06/2008,NW_802189
Ceratophyllum demersum,TN,4.11,1,12/08/2009,NW_315266
Ceratophyllum demersum,TN,5.84,1,12/08/2009,NW_315266
Ceratophyllum demersum,TP,0.199,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,pH,7.2,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,HCO3,292,2,18/09/2012,TH_TH_2132
Ceratophyllum demersum,TN,3.3,3,30/07/2012,ST_410170
Ceratophyllum demersum,TP,0.44,3,17/07/2007,ST_310570
Ceratophyllum demersum,pH,8.3,3,17/07/2007,ST_310570
Ceratophyllum demersum,TN,4.26,2,09/08/2012,NW_515012
Ceratophyllum demersum,HCO3,189.2,1,15/09/2012,ST_415280
Ceratophyllum demersum,pH,8.1,1,26/06/2012,NW_614208
Ceratophyllum demersum,HCO3,225.8,2,06/07/2011,ST_410160
Ceratophyllum demersum,pH,7.7,3,28/08/2014,ST_414655
Ceratophyllum demersum,TP,0.11,3,05/09/2012,NI_49412192
Ceratophyllum demersum,TN,3.3,4,28/08/2009,ST_313589
Ceratophyllum demersum,TN,3.4,2,20/06/2009,NI_36712014
Ceratophyllum demersum,TP,0.13,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,TP,0.187,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,TN,2,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,TN,1.3,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,TN,1.2,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,TN,3.8,1,10/08/2011,SN_OBF48820
Ceratophyllum demersum,TP,0.079,2,02/08/2006,SN_OBF08900
Ceratophyllum demersum,TN,1.1,3,28/08/2009,ST_313587
Ceratophyllum demersum,HCO3,256,2,11/09/2014,ST_411221
Ceratophyllum demersum,HCO3,244,2,11/09/2014,ST_411221
Ceratophyllum demersum,HCO3,176.9,1,15/09/2012,ST_415280
Ceratophyllum demersum,TN,11,3,24/07/2014,ST_310710
Ceratophyllum demersum,TN,0.93,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,pH,7.9,3,28/08/2009,ST_313587
Ceratophyllum demersum,TN,9,3,23/06/2009,NI_33952011
Ceratophyllum demersum,TN,5.5,1,14/07/2007,NI_92862410
Ceratophyllum demersum,pH,7.7,3,24/07/2014,ST_310710
Ceratophyllum demersum,TN,0.125,1,19/07/2010,NW_599542
Ceratophyllum demersum,pH,7.9,4,01/09/2014,ST_411220
Ceratophyllum demersum,TN,4.32,3,08/08/2012,NW_515000
Ceratophyllum demersum,pH,8,3,08/08/2012,NW_515000
Ceratophyllum demersum,pH,8.3,1,13/08/2012,NW_515309
Ceratophyllum demersum,TP,0.093,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,TP,0.126,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,HCO3,220,3,04/08/2014,ST_310090
Ceratophyllum demersum,TP,0.11,1,30/07/2010,NW_803510
Ceratophyllum demersum,TP,0.21,1,30/07/2010,NW_803510
Ceratophyllum demersum,TP,0.24,2,06/09/2006,SN_OBF16080
Ceratophyllum demersum,TN,6.14,1,26/06/2012,NW_614208
Ceratophyllum demersum,pH,8.2,1,26/06/2012,NW_614208
Ceratophyllum demersum,TN,1.04,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,pH,7.8,3,28/08/2009,ST_313587
Ceratophyllum demersum,TN,4,1,14/07/2007,NI_92862410
Ceratophyllum demersum,HCO3,150,4,01/10/2012,SN_OBF13670
Ceratophyllum demersum,TP,0.14,2,11/07/2014,ST_410610
Ceratophyllum demersum,pH,7.2,3,20/07/2011,SN_OBF02831
Ceratophyllum demersum,TN,6.37,1,29/07/2012,NW_126809
Ceratophyllum demersum,HCO3,253,2,27/08/2012,TH_TH_2150
Ceratophyllum demersum,TP,0.239,3,26/08/2010,BY_2925
Ceratophyllum demersum,TN,3,3,30/07/2012,ST_410170
Ceratophyllum demersum,TP,0.1578,2,27/08/2012,TH_TH_2150
Ceratophyllum demersum,pH,8.2,3,17/07/2007,ST_310570
Ceratophyllum demersum,TP,0.16,3,30/07/2012,ST_410170
Ceratophyllum demersum,HCO3,183.1,1,15/09/2012,ST_415280
Ceratophyllum demersum,HCO3,244,3,24/07/2014,ST_310710
Ceratophyllum demersum,pH,7.6,3,28/08/2014,ST_414655
Ceratophyllum demersum,TP,0.51,3,28/08/2009,ST_313587
Ceratophyllum demersum,TN,1.03,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,TN,5.7,2,20/06/2009,NI_36712014
Ceratophyllum demersum,pH,8.2,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,pH,7.5,1,14/07/2007,NI_92862410
Ceratophyllum demersum,pH,7.7,1,14/07/2007,NI_92862410
Ceratophyllum demersum,pH,7.2,1,10/06/2009,NI_92860750
Ceratophyllum demersum,pH,7.3,3,07/08/2014,ST_2131009
Ceratophyllum demersum,TN,1.7,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,TP,0.115,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,HCO3,220,3,28/08/2014,ST_414655
Ceratophyllum demersum,TP,0.18,1,10/08/2011,SN_OBF48820
Ceratophyllum demersum,pH,7.9,2,04/08/2014,ST_310095
Ceratophyllum demersum,TP,0.2,3,28/08/2009,ST_313587
Ceratophyllum demersum,pH,7.7,3,28/08/2009,ST_313587
Ceratophyllum demersum,TN,5,1,14/08/2012,NW_516200
Ceratophyllum demersum,TN,1.8,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,pH,8.3,4,29/08/2009,MV_UECKER_3
Ceratophyllum demersum,pH,7.7,2,31/08/2012,ST_410725
Ceratophyllum demersum,pH,8,3,06/09/2011,BY_3630
Ceratophyllum demersum,HCO3,281,2,18/09/2012,TH_TH_2132
Ceratophyllum demersum,TP,0.1,1,30/07/2010,NW_803510
Ceratophyllum demersum,pH,7.5,1,30/07/2010,NW_803510
Ceratophyllum demersum,TN,5.9,1,26/06/2012,NW_614208
Ceratophyllum demersum,pH,8.1,3,28/08/2009,ST_313587
Ceratophyllum demersum,TN,2.6,1,10/06/2009,NI_92860750
Ceratophyllum demersum,pH,7.23,1,25/07/2006,NW_803698
Ceratophyllum demersum,pH,8.2,4,01/09/2014,ST_411220
Ceratophyllum demersum,TN,1.7,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,HCO3,25,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,TP,0.085,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,TN,2.7,3,30/07/2012,ST_410170
Ceratophyllum demersum,pH,7.98,1,12/09/2006,NW_803236
Ceratophyllum demersum,HCO3,214,2,04/08/2014,ST_310095
Ceratophyllum demersum,TP,0.18,3,30/07/2012,ST_410170
Ceratophyllum demersum,pH,8,3,30/07/2012,ST_410170
Ceratophyllum demersum,TP,0.38,3,28/08/2009,ST_313587
Ceratophyllum demersum,pH,8.1,1,03/09/2012,NW_801562
Ceratophyllum demersum,TP,0.13,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,TN,3.9,2,20/06/2009,NI_36712014
Ceratophyllum demersum,TP,0.21,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,TP,0.05,4,29/08/2009,MV_UECKER_3
Ceratophyllum demersum,pH,8.1,2,05/09/2010,NW_311996
Ceratophyllum demersum,TP,0.214,3,26/08/2010,BY_2925
Ceratophyllum demersum,TN,0.8,3,28/08/2009,ST_313587
Ceratophyllum demersum,pH,7.5,2,02/08/2006,SN_OBF08900
Ceratophyllum demersum,TP,0.26,1,10/08/2011,SN_OBF48820
Ceratophyllum demersum,pH,8.13,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,TN,2.3,3,05/09/2012,NI_49412192
Ceratophyllum demersum,TP,0.3,3,28/08/2009,ST_313587
Ceratophyllum demersum,TN,3.5,3,11/08/2010,NW_716716
Ceratophyllum demersum,TP,0.33,4,01/09/2014,ST_411220
Ceratophyllum demersum,TN,1.5,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,TN,2.4,2,15/08/2011,SN_OBF62001
Ceratophyllum demersum,TP,0.07,4,29/08/2009,MV_UECKER_3
Ceratophyllum demersum,HCO3,26.2,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,TN,7.71,1,15/08/2012,NW_315321
Ceratophyllum demersum,pH,7.9,3,06/09/2011,BY_3630
Ceratophyllum demersum,pH,8.4,1,26/06/2012,NW_614208
Ceratophyllum demersum,HCO3,305.1,1,30/08/2012,ST_417435
Ceratophyllum demersum,TP,0.2,3,28/08/2014,ST_414655
Ceratophyllum demersum,TP,0.22,2,22/08/2012,ST_417540
Ceratophyllum demersum,TN,2.5,4,28/08/2009,ST_313589
Ceratophyllum demersum,TN,3.6,3,20/07/2011,SN_OBF02831
Ceratophyllum demersum,TP,0.17,3,20/07/2011,SN_OBF02831
Ceratophyllum demersum,pH,7.67,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,pH,8.08,1,24/06/2008,NW_802189
Ceratophyllum demersum,HCO3,31.7,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,TN,7.64,1,15/08/2012,NW_315321
Ceratophyllum demersum,TN,7.79,1,15/08/2012,NW_315321
Ceratophyllum demersum,TN,6.68,1,29/07/2012,NW_126809
Ceratophyllum demersum,HCO3,249,2,27/08/2012,TH_TH_2150
Ceratophyllum demersum,TP,0.12,3,30/07/2012,ST_410170
Ceratophyllum demersum,pH,7.9,3,30/07/2012,ST_410170
Ceratophyllum demersum,pH,8.1,3,30/07/2012,ST_410170
Ceratophyllum demersum,TN,1.6,2,10/09/2011,NW_755813
Ceratophyllum demersum,TN,6.96,1,29/07/2012,NW_126706
Ceratophyllum demersum,TN,7.6,2,20/06/2009,NI_36712014
Ceratophyllum demersum,TN,6.2,1,31/08/2011,TH_TH_2009
Ceratophyllum demersum,pH,6.5,1,10/06/2009,NI_92860750
Ceratophyllum demersum,TP,0.08,3,07/08/2014,ST_2131009
Ceratophyllum demersum,HCO3,250,2,15/08/2011,SN_OBF62001
Ceratophyllum demersum,HCO3,23.2,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,HCO3,146.4,2,31/08/2012,ST_410725
Ceratophyllum demersum,pH,8.4,4,29/08/2009,MV_UECKER_3
Ceratophyllum demersum,TP,0.13,2,02/08/2006,SN_OBF08900
Ceratophyllum demersum,pH,7.6,2,02/08/2006,SN_OBF08900
Ceratophyllum demersum,pH,8.15,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,TP,0.04,4,10/09/2011,NW_791842
Ceratophyllum demersum,TN,1.6,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,TN,3.3,3,20/07/2011,SN_OBF02831
Ceratophyllum demersum,TN,3.9,3,20/07/2011,SN_OBF02831
Ceratophyllum demersum,TP,0.14,4,01/09/2014,ST_411220
Ceratophyllum demersum,TP,0.372,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,pH,8.1,4,29/08/2009,MV_UECKER_3
Ceratophyllum demersum,pH,8.2,4,29/08/2009,MV_UECKER_3
Ceratophyllum demersum,pH,8.1,1,13/08/2012,NW_515309
Ceratophyllum demersum,TP,0.16,2,31/08/2012,ST_410725
Ceratophyllum demersum,pH,7.9,1,30/07/2010,NW_803510
Ceratophyllum demersum,pH,8,1,30/07/2010,NW_803510
Ceratophyllum demersum,pH,7.4,2,22/08/2012,ST_417540
Ceratophyllum demersum,TP,0.12,3,24/08/2010,MV_NEBEL_115
Ceratophyllum demersum,TN,3.1,1,10/06/2009,NI_92860750
Ceratophyllum demersum,pH,7.1,3,20/07/2011,SN_OBF02831
Ceratophyllum demersum,TN,4.9,3,28/08/2014,ST_410195
Ceratophyllum demersum,TP,0.078,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,HCO3,170.8,3,05/09/2012,ST_415310
Ceratophyllum demersum,pH,6.6,3,09/08/2012,NW_514809
Ceratophyllum demersum,TP,0.11,3,30/07/2012,ST_410170
Ceratophyllum demersum,TN,1,4,10/09/2011,NW_791842
Ceratophyllum demersum,TN,1.2,2,10/09/2011,NW_755813
Ceratophyllum demersum,TN,1.5,2,10/09/2011,NW_755813
Ceratophyllum demersum,TN,1.7,2,10/09/2011,NW_755813
Ceratophyllum demersum,HCO3,177,3,07/08/2014,ST_2131009
Ceratophyllum demersum,HCO3,207.5,1,16/09/2012,ST_410485
Ceratophyllum demersum,HCO3,176.9,3,05/09/2012,ST_415310
Ceratophyllum demersum,pH,7.4,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,TN,1.6,4,30/08/2012,ST_417010
Ceratophyllum demersum,TN,2.1,1,16/09/2012,ST_410485
Ceratophyllum demersum,HCO3,232,2,11/09/2014,ST_411221
Ceratophyllum demersum,TN,2.5,1,23/06/2009,NI_92862013
Ceratophyllum demersum,TP,0.117,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,TN,1.3,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,TP,0.12,2,22/08/2012,ST_417540
Ceratophyllum demersum,pH,7.2,4,02/08/2006,SN_OBF13501
Ceratophyllum demersum,TP,0.03,1,19/07/2010,NW_599542
Ceratophyllum demersum,TP,0.37,3,06/09/2011,BY_3630
Ceratophyllum demersum,TN,4.42,3,09/08/2012,NW_514809
Ceratophyllum demersum,HCO3,262.4,2,06/07/2011,ST_410160
Ceratophyllum demersum,TP,0.11,1,16/09/2012,ST_410485
Ceratophyllum demersum,HCO3,171,3,12/07/2014,ST_413490
Ceratophyllum demersum,pH,8.2,3,09/08/2012,NW_514809
Ceratophyllum demersum,TP,0.09,3,12/07/2014,ST_413490
Ceratophyllum demersum,TN,1.1,3,07/08/2014,ST_2131009
Ceratophyllum demersum,TP,0.05,4,25/08/2010,MV_BRENZK_1
Ceratophyllum demersum,pH,7.8,3,11/09/2011,NW_806572
Ceratophyllum demersum,HCO3,195.3,1,16/09/2012,ST_410485
Ceratophyllum demersum,HCO3,219.7,1,16/09/2012,ST_410485
Ceratophyllum demersum,pH,7.4,2,19/09/2012,NW_802141
Ceratophyllum demersum,pH,8,1,03/09/2012,NW_801562
Ceratophyllum demersum,TP,0.09,3,05/09/2012,ST_415310
Ceratophyllum demersum,TN,1.3,4,10/09/2011,NW_791842
Ceratophyllum demersum,pH,8.4,3,09/08/2012,NW_686268
Ceratophyllum demersum,pH,8.2,3,09/08/2012,NW_686268
Ceratophyllum demersum,TN,2.3,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,pH,7.5,2,22/08/2012,ST_417540
Ceratophyllum demersum,pH,8.3,4,25/08/2010,MV_BRENZK_1
Ceratophyllum demersum,pH,7.4,2,02/08/2006,SN_OBF08900
Ceratophyllum demersum,TP,0.09,3,11/09/2011,NW_806572
Ceratophyllum demersum,TN,5.5,1,13/08/2012,NW_515309
Ceratophyllum demersum,HCO3,213.6,1,16/09/2012,ST_410485
Ceratophyllum demersum,pH,7.8,3,29/08/2009,MV_ROSENH_1
Ceratophyllum demersum,pH,7.8,3,06/09/2011,BY_3630
Ceratophyllum demersum,TN,5.4,1,13/08/2012,NW_515401
Ceratophyllum demersum,TP,0.14,2,02/08/2006,SN_OBF08900
Ceratophyllum demersum,HCO3,275,3,28/08/2014,ST_414655
Ceratophyllum demersum,pH,7.6,4,05/08/2012,NW_315291
Ceratophyllum demersum,pH,7.33,1,19/08/2010,TH_TH_2058
Ceratophyllum demersum,HCO3,122,1,10/09/2012,ST_410340
Ceratophyllum demersum,pH,7.8,1,29/07/2012,NW_126706
Ceratophyllum demersum,TN,1.8,1,30/08/2012,ST_417435
Ceratophyllum demersum,TN,1,3,31/08/2010,TH_TH_20917
Ceratophyllum demersum,TP,0.04,4,25/08/2010,MV_BRENZK_1
Ceratophyllum demersum,HCO3,311.2,3,28/08/2009,ST_312695
Ceratophyllum demersum,HCO3,329.5,3,28/08/2009,ST_312695
Ceratophyllum demersum,pH,7.5,4,05/08/2012,NW_315291
Ceratophyllum demersum,TP,0.06,4,25/08/2010,MV_BRENZK_1
Ceratophyllum demersum,TN,1.9,1,23/06/2009,NI_92862013
Ceratophyllum demersum,TN,9.1,1,15/08/2012,NW_315321
Ceratophyllum demersum,TP,0.15,2,31/08/2012,ST_410725
Ceratophyllum demersum,TN,7.05,1,29/07/2012,NW_126809
Ceratophyllum demersum,TP,0.36,3,06/09/2011,BY_3630
Ceratophyllum demersum,HCO3,140,1,21/08/2014,ST_311542
Ceratophyllum demersum,pH,7.5,2,06/09/2010,BW_KI901.00
Ceratophyllum demersum,pH,8.2,1,30/07/2010,NW_803510
Ceratophyllum demersum,TP,0.17,3,28/08/2009,ST_312695
Ceratophyllum demersum,HCO3,220,2,11/07/2014,ST_410610
Ceratophyllum demersum,pH,7.9,1,16/09/2012,ST_410485
Ceratophyllum demersum,TN,0.65,1,12/09/2010,NW_320201
Ceratophyllum demersum,TN,4.7,3,09/08/2012,NW_686268
Ceratophyllum demersum,TN,1.47,4,29/08/2009,MV_UECKER_3
Ceratophyllum demersum,pH,7.7,4,25/08/2010,MV_BRENZK_1
Ceratophyllum demersum,pH,7.6,1,15/08/2012,NW_315321
Ceratophyllum demersum,pH,7.5,1,15/08/2012,NW_315321
Ceratophyllum demersum,TP,0.31,3,06/09/2011,BY_3630
Ceratophyllum demersum,TN,2.4,1,16/09/2012,ST_410485
Ceratophyllum demersum,TN,1.6,1,23/06/2009,NI_92862013
Ceratophyllum demersum,pH,8.1,3,11/09/2011,NW_806572
Ceratophyllum demersum,TP,0.08,3,05/09/2012,ST_415310
Ceratophyllum demersum,TN,2.1,2,10/09/2011,NW_755813
Ceratophyllum demersum,TN,1.53,4,29/08/2009,MV_UECKER_3
Ceratophyllum demersum,TN,2.4,1,30/08/2012,ST_417435
Ceratophyllum demersum,pH,8.12,1,13/09/2006,NW_558503
Ceratophyllum demersum,pH,8.1,2,14/08/2012,NW_516004
Ceratophyllum demersum,pH,8.2,2,21/08/2012,NW_803492
Ceratophyllum demersum,HCO3,180,2,15/08/2011,SN_OBF62001
Ceratophyllum demersum,HCO3,207,2,05/08/2014,ST_2139015
Ceratophyllum demersum,TP,0.15,3,29/08/2009,MV_ROSENH_1
Ceratophyllum demersum,TN,5.7,1,13/08/2012,NW_515309
Ceratophyllum demersum,TP,0.26,3,06/09/2011,BY_3630
Ceratophyllum demersum,pH,7.1,2,15/08/2011,SN_OBF62001
Ceratophyllum demersum,TN,5.8,1,13/08/2012,NW_515401
Ceratophyllum demersum,TN,1.8,1,16/09/2012,ST_410485
Ceratophyllum demersum,pH,8.1,1,13/08/2012,NW_515401
Ceratophyllum demersum,TP,0.14,4,02/08/2006,SN_OBF13501
Ceratophyllum demersum,TP,0.08,1,16/09/2012,ST_410485
Ceratophyllum demersum,TN,1.1,4,29/08/2009,MV_UECKER_3
Ceratophyllum demersum,pH,7.7,1,16/09/2012,ST_410485
Ceratophyllum demersum,HCO3,140.3,4,05/09/2012,ST_415900
Ceratophyllum demersum,HCO3,100,3,20/07/2011,SN_OBF02831
