Code,Species,Depth,Width,Velocity,Alkalinity,NO3,TP,Substrate
PL3019,Myosotis scorpioides,0.2,5,NA,2,NA,NA,gravel and boulder
LU3108,Rhynchostegium riparioides,0.1,3.5,0.1,2,5.424,51,gravel and boulder
LU3107,Fontinalis antipyretica,0.1,1.2,0.3,0.6,1.6272,38,gravel and boulder
LU3107,Glyceria fluitans,0.1,1.2,0.3,0.6,1.6272,38,gravel and boulder
LU3107,Nasturtium officinale,0.1,1.2,0.3,0.6,1.6272,38,gravel and boulder
CZ4039,Lemna minor,0.96,42,NA,NA,3.625,120.83,"silt, sand and gravel"
ST4022,Veronica anagallis-aquatica,0.300000012,16,0.68,NA,NA,163,"silt, sand and gravel"
CZ4046,Lemna minor,0.42,15,NA,NA,5.28417,375.33,"silt, sand and gravel"
FR4103,Rhynchostegium riparioides,0.7,10,NA,2.06265733,0.89,60,"silt, sand and gravel"
CZ4040,Ranunculus fluitans,0.96,42,NA,NA,3.625,120.83,"silt, sand and gravel"
CZ4045,Veronica beccabunga,0.3,8,NA,NA,3.56667,255.83,"silt, sand and gravel"
ST4022,Myosotis scorpioides,0.300000012,16,0.68,NA,NA,163,"silt, sand and gravel"
CZ4040,Lemna minor,0.96,42,NA,NA,3.625,120.83,"silt, sand and gravel"
GB4385,Rhynchostegium riparioides,0.712,7,NA,1.60455789,4.7075,NA,"silt, sand and gravel"
GB4385,Elodea canadensis,0.712,7,NA,1.63592222,5.183333,NA,"silt, sand and gravel"
ST4102,Stuckenia pectinata,0.200000003,4.5,NA,NA,14.17143,1264.499844,"silt, sand and gravel"
GB4388,Apium nodiflorum,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
CZ4040,Nuphar lutea,0.96,42,NA,NA,4.475,149.17,"silt, sand and gravel"
FR4100,Fontinalis antipyretica,0.7,6,NA,6.25450933,6.12,130,"silt, sand and gravel"
GB4388,Stuckenia pectinata,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
CZ4055,Scirpus lacustris,0.68,12,NA,NA,3.18861,46.99,"silt, sand and gravel"
ST4102,Polygonum amphibium,0.200000003,4.5,NA,NA,14.17143,1264.499844,"silt, sand and gravel"
FR4103,Stuckenia pectinata,0.7,10,NA,2.06265733,0.89,60,"silt, sand and gravel"
ST4102,Potamogeton crispus,0.200000003,4.5,NA,NA,14.17143,1264.499844,"silt, sand and gravel"
ST4073,Sparganium emersum,0.5,7.5,NA,NA,0.50245,172.11,"silt, sand and gravel"
FR4103,Amblystegium riparium,0.7,10,NA,2.06265733,0.89,60,"silt, sand and gravel"
FR4100,Callitriche platycarpa,0.7,6,NA,6.25450933,6.12,130,"silt, sand and gravel"
CZ4045,Octodiceras fontanum,0.3,8,NA,NA,3.56667,255.83,"silt, sand and gravel"
CZ4054,Lemna minor,0.68,12,NA,NA,3.15,190.83,"silt, sand and gravel"
ST4022,Fontinalis antipyretica,0.300000012,16,0.68,NA,NA,163,"silt, sand and gravel"
ST4072,Lemna minor,0.400000006,7.5,NA,NA,24.197,307.845,"silt, sand and gravel"
ST4100,Amblystegium riparium,0.200000003,5,NA,NA,2.703023,256.038,"silt, sand and gravel"
ST4073,Lemna minor,0.5,7.5,NA,NA,0.50245,172.11,"silt, sand and gravel"
ST4073,Veronica beccabunga,0.5,7.5,NA,NA,0.50245,172.11,"silt, sand and gravel"
GB4385,Lemna minor,0.712,7,NA,1.60455789,4.7075,NA,"silt, sand and gravel"
ST4022,Sparganium emersum,0.300000012,16,0.68,NA,NA,163,"silt, sand and gravel"
ST4102,Ranunculus penicillatus,0.200000003,4.5,NA,NA,14.17143,1264.499844,"silt, sand and gravel"
GB4385,Oenanthe crocata,0.712,7,NA,1.63592222,5.183333,NA,"silt, sand and gravel"
GB4388,Potamogeton crispus,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
ST4080,Myriophyllum spicatum,1.299999952,9.800000191,NA,NA,21.885,359.52,"silt, sand and gravel"
ST4100,Fontinalis antipyretica,0.200000003,5,NA,NA,2.703023,256.038,"silt, sand and gravel"
FR4096,Callitriche platycarpa,0.25,27,NA,4.32492667,3.75,40,"silt, sand and gravel"
FR4096,Ranunculus fluitans,0.25,27,NA,4.32492667,3.75,40,"silt, sand and gravel"
GB4385,Fontinalis antipyretica,0.712,7,NA,1.60455789,4.7075,NA,"silt, sand and gravel"
FR4100,Sparganium emersum,0.7,6,NA,6.25450933,6.12,130,"silt, sand and gravel"
FR4100,Myosotis scorpioides,0.7,6,NA,6.25450933,6.12,130,"silt, sand and gravel"
FR4100,Zannichellia palustris,0.7,6,NA,6.25450933,6.12,130,"silt, sand and gravel"
ST4024,Fontinalis antipyretica,0.400000006,9.5,0.36,NA,NA,95,"silt, sand and gravel"
ST4072,Sparganium emersum,0.400000006,7.5,NA,NA,24.197,307.845,"silt, sand and gravel"
ST4080,Ceratophyllum demersum,1.299999952,9.800000191,NA,NA,21.885,359.52,"silt, sand and gravel"
ST4024,Nuphar lutea,0.400000006,9.5,0.36,NA,NA,95,"silt, sand and gravel"
ST4024,Sparganium emersum,0.400000006,9.5,0.36,NA,NA,95,"silt, sand and gravel"
ST4024,Myosotis scorpioides,0.400000006,9.5,0.36,NA,NA,95,"silt, sand and gravel"
FR4103,Fissidens crassipes,0.7,10,NA,2.06265733,0.89,60,"silt, sand and gravel"
FR4096,Sparganium emersum,0.25,27,NA,4.32492667,3.75,40,"silt, sand and gravel"
CZ4039,Nuphar lutea,0.96,42,NA,NA,3.625,120.83,"silt, sand and gravel"
GB4388,Nasturtium officinale,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
ST4100,Glyceria fluitans,0.200000003,5,NA,NA,2.703023,256.038,"silt, sand and gravel"
ST4025,Potamogeton alpinus,0.400000006,8,0.63,NA,0.4746,103,"silt, sand and gravel"
GB4387,Elodea canadensis,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
LU4011,Fontinalis squamosa,0.25,7,0.3,NA,NA,NA,"silt, sand and gravel"
ST4024,Amblystegium riparium,0.400000006,9.5,0.36,NA,NA,95,"silt, sand and gravel"
ST4024,Lemna trisulca,0.400000006,9.5,0.36,NA,NA,95,"silt, sand and gravel"
GB4388,Callitriche stagnalis,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
CZ4047,Lemna minor,0.42,15,NA,NA,4.98092,104.72,"silt, sand and gravel"
ST4024,Potamogeton alpinus,0.400000006,9.5,0.36,NA,NA,95,"silt, sand and gravel"
LU4015,Elodea nuttallii,0.65,12,0.6,NA,NA,NA,"silt, sand and gravel"
GB4387,Fissidens crassipes,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
GB4388,Glyceria fluitans,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
GB4388,Pellia endiviifolia,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
LU4011,Chiloscyphus polyanthos,0.25,7,0.3,NA,NA,NA,"silt, sand and gravel"
ST4024,Veronica anagallis-aquatica,0.400000006,9.5,0.36,NA,NA,95,"silt, sand and gravel"
FR4096,Fontinalis antipyretica,0.25,27,NA,4.32492667,3.75,40,"silt, sand and gravel"
GB4388,Ranunculus fluitans,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
ST4099,Sparganium emersum,0.200000003,16,NA,NA,3.349107,82.378231,"silt, sand and gravel"
ST4025,Amblystegium riparium,0.400000006,8,0.63,NA,0.4746,103,"silt, sand and gravel"
GB4388,Sparganium emersum,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
LU4016,Myosotis scorpioides,0.25,6.5,0.33,NA,NA,NA,"silt, sand and gravel"
ST4033,Sparganium emersum,0.400000006,7,0.18,NA,NA,226,"silt, sand and gravel"
GB4388,Callitriche obtusangula,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
GB4388,Potamogeton natans,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
FR4103,Ranunculus aquatilis,0.7,10,NA,2.06265733,0.89,60,"silt, sand and gravel"
ST4025,Amblystegium fluviatile,0.400000006,8,0.63,NA,0.4746,103,"silt, sand and gravel"
ST4025,Nuphar lutea,0.400000006,8,0.63,NA,0.4746,103,"silt, sand and gravel"
ST4024,Scirpus lacustris,0.400000006,9.5,0.36,NA,NA,95,"silt, sand and gravel"
CZ4046,Myriophyllum spicatum,0.42,15,NA,NA,4.98092,104.72,"silt, sand and gravel"
CZ4048,Callitriche stagnalis,0.42,15,NA,NA,5.28417,375.33,"silt, sand and gravel"
ST4033,Elodea canadensis,0.400000006,7,0.18,NA,NA,226,"silt, sand and gravel"
ST4033,Veronica beccabunga,0.400000006,7,0.18,NA,NA,226,"silt, sand and gravel"
GB4388,Elodea canadensis,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
ST4103,Scirpus lacustris,0.200000003,15,NA,NA,0.027,10,"silt, sand and gravel"
FR4100,Stuckenia pectinata,0.7,6,NA,6.25450933,6.12,130,"silt, sand and gravel"
ST4025,Potamogeton perfoliatus,0.400000006,8,0.63,NA,0.4746,103,"silt, sand and gravel"
GB4388,Veronica beccabunga,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
GB4383,Potamogeton perfoliatus,0.656,15,NA,2.626,4.458387,NA,"silt, sand and gravel"
GB4383,Fontinalis antipyretica,0.656,15,NA,2.626,4.458387,NA,"silt, sand and gravel"
GB4383,Myriophyllum spicatum,0.656,15,NA,2.626,4.458387,NA,"silt, sand and gravel"
GB4388,Amblystegium riparium,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
GB4388,Rhynchostegium riparioides,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
ST4025,Fontinalis antipyretica,0.400000006,8,0.63,NA,0.4746,103,"silt, sand and gravel"
ST4103,Nuphar lutea,0.200000003,15,NA,NA,0.027,10,"silt, sand and gravel"
FR4104,Cinclidotus fontinaloides,0.25,22,NA,1.98503044,0.57,160,"silt, sand and gravel"
FR4094,Fontinalis antipyretica,0.25,18,NA,4.291658,3.77,40,"silt, sand and gravel"
GB4384,Elodea canadensis,0.712,7,NA,1.63592222,5.183333,NA,"silt, sand and gravel"
GB4383,Stuckenia pectinata,0.656,15,NA,2.626,4.458387,NA,"silt, sand and gravel"
CZ4059,Ranunculus fluitans,0.35,29,NA,NA,3.5,120,"silt, sand and gravel"
DE4095,Sparganium emersum,1.1,10,NA,NA,4.12,250,"silt, sand and gravel"
GB4388,Fontinalis antipyretica,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
GB4388,Myosotis scorpioides,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
FR4094,Ranunculus trichophyllus,0.25,18,NA,4.291658,3.77,40,"silt, sand and gravel"
CZ4047,Myriophyllum spicatum,0.42,15,NA,NA,4.82308,163.08,"silt, sand and gravel"
GB4384,Lemna minor,0.712,7,NA,1.63592222,5.183333,NA,"silt, sand and gravel"
ST4082,Sparganium emersum,0.5,8,NA,NA,2.642,31.5,"silt, sand and gravel"
GB4384,Fontinalis antipyretica,0.712,7,NA,1.63592222,5.183333,NA,"silt, sand and gravel"
CZ4048,Stuckenia pectinata,0.42,15,NA,NA,5.28417,375.33,"silt, sand and gravel"
FR4103,Myriophyllum spicatum,0.7,10,NA,2.06265733,0.89,60,"silt, sand and gravel"
CZ4049,Stuckenia pectinata,0.3,6,NA,NA,3.04833,NA,"silt, sand and gravel"
DE4095,Myosotis scorpioides,1.1,10,NA,NA,4.12,250,"silt, sand and gravel"
DE4095,Callitriche platycarpa,1.1,10,NA,NA,4.12,250,"silt, sand and gravel"
CZ4047,Stuckenia pectinata,0.42,15,NA,NA,5.28417,375.33,"silt, sand and gravel"
CZ4047,Sagittaria sagittifolia,0.42,15,NA,NA,5.28417,375.33,"silt, sand and gravel"
FR4103,Nuphar lutea,0.7,10,NA,2.06265733,0.89,60,"silt, sand and gravel"
DE4095,Stuckenia pectinata,1.1,10,NA,NA,4.12,250,"silt, sand and gravel"
FR4094,Fissidens crassipes,0.25,18,NA,4.291658,3.77,40,"silt, sand and gravel"
GB4387,Ranunculus fluitans,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
LU4014,Fontinalis antipyretica,0.3,9,0.4,NA,NA,NA,"silt, sand and gravel"
LU4014,Amblystegium riparium,0.3,9,0.4,NA,NA,NA,"silt, sand and gravel"
LU4011,Fontinalis antipyretica,0.25,7,0.3,NA,NA,NA,"silt, sand and gravel"
ST4022,Lemna minor,0.300000012,16,0.68,NA,NA,163,"silt, sand and gravel"
CZ4048,Myriophyllum spicatum,0.42,15,NA,NA,4.98092,104.72,"silt, sand and gravel"
PL1043,Nuphar lutea,0.8,3,NA,2.2,0.452,3540,"silt, sand and gravel"
LU4015,Lemna minor,0.65,12,0.6,NA,NA,NA,"silt, sand and gravel"
LU4015,Amblystegium riparium,0.65,12,0.6,NA,NA,NA,"silt, sand and gravel"
PL1043,Potamogeton perfoliatus,0.8,3,NA,2.2,0.452,3540,"silt, sand and gravel"
LU4011,Amblystegium tenax,0.25,7,0.3,NA,NA,NA,"silt, sand and gravel"
ST4135,Berula erecta,0.310000002,9,NA,NA,0.4,330,"silt, sand and gravel"
GB4385,Pellia endiviifolia,0.712,7,NA,1.60455789,4.7075,NA,"silt, sand and gravel"
PL1043,Polygonum amphibium,0.8,3,NA,2.2,0.452,3540,"silt, sand and gravel"
DE4096,Lemna minor,NA,NA,NA,NA,4.14,247,"silt, sand and gravel"
DE4096,Elodea nuttallii,NA,NA,NA,NA,4.14,247,"silt, sand and gravel"
ST4138,Myosotis scorpioides,0.360000014,8.5,NA,NA,0.5,830,"silt, sand and gravel"
PL1043,Ceratophyllum demersum,0.8,3,NA,2.2,0.452,3540,"silt, sand and gravel"
PL1043,Lemna minor,0.8,3,NA,2.2,0.452,3540,"silt, sand and gravel"
ST4135,Callitriche platycarpa,0.310000002,9,NA,NA,0.4,330,"silt, sand and gravel"
FR4094,Rhynchostegium riparioides,0.25,18,NA,4.291658,3.77,40,"silt, sand and gravel"
GB4388,Oenanthe crocata,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
ST4035,Veronica anagallis-aquatica,0.379999995,8,0.71,NA,NA,179,"silt, sand and gravel"
ST4071,Sparganium emersum,0.300000012,8,NA,NA,9.473,199.115,"silt, sand and gravel"
ST4071,Lemna minor,0.300000012,8,NA,NA,9.473,199.115,"silt, sand and gravel"
ST4138,Berula erecta,0.360000014,8.5,NA,NA,0.5,830,"silt, sand and gravel"
ST4138,Spirodela polyrhiza,0.360000014,8.5,NA,NA,0.5,830,"silt, sand and gravel"
PL1043,Hydrocharis morsus-ranae,0.8,3,NA,2.2,0.452,3540,"silt, sand and gravel"
PL1043,Berula erecta,0.8,3,NA,2.2,0.452,3540,"silt, sand and gravel"
ST4073,Elodea canadensis,0.5,7.5,NA,NA,0.50245,172.11,"silt, sand and gravel"
ST4073,Berula erecta,0.5,7.5,NA,NA,0.50245,172.11,"silt, sand and gravel"
PL1050,Elodea canadensis,0.7,6,NA,2,NA,290,"silt, sand and gravel"
FR4094,Zannichellia palustris,0.25,18,NA,4.291658,3.77,40,"silt, sand and gravel"
FR4096,Nasturtium officinale,0.25,27,NA,4.32492667,3.75,40,"silt, sand and gravel"
ST4138,Sparganium emersum,0.360000014,8.5,NA,NA,0.5,830,"silt, sand and gravel"
GB4388,Callitriche platycarpa,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
GB4388,Ranunculus penicillatus,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
FR4096,Amblystegium riparium,0.25,27,NA,4.32492667,3.75,40,"silt, sand and gravel"
FL4020,Myosotis scorpioides,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
FL4021,Elodea nuttallii,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
DE4096,Elodea canadensis,NA,NA,NA,NA,4.14,247,"silt, sand and gravel"
FR4096,Veronica anagallis-aquatica,0.25,27,NA,4.32492667,3.75,40,"silt, sand and gravel"
FL4019,Equisetum fluviatile,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
GB4384,Oenanthe crocata,0.712,7,NA,1.60455789,4.7075,NA,"silt, sand and gravel"
ST4035,Sparganium emersum,0.379999995,8,0.71,NA,NA,179,"silt, sand and gravel"
GB4384,Rhynchostegium riparioides,0.712,7,NA,1.63592222,5.183333,NA,"silt, sand and gravel"
ST4080,Sparganium emersum,1.299999952,9.800000191,NA,NA,21.885,359.52,"silt, sand and gravel"
ST4080,Nuphar lutea,1.299999952,9.800000191,NA,NA,21.885,359.52,"silt, sand and gravel"
ST4080,Sagittaria sagittifolia,1.299999952,9.800000191,NA,NA,21.885,359.52,"silt, sand and gravel"
GB4395,Rhynchostegium riparioides,0.401428571,7.5,NA,3.11757576,5.53956,NA,"silt, sand and gravel"
FL4019,Myosotis scorpioides,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
FR4094,Cinclidotus fontinaloides,0.25,18,NA,4.291658,3.77,40,"silt, sand and gravel"
ST4133,Lemna trisulca,0.529999971,8.5,NA,NA,0.06,600,"silt, sand and gravel"
ST4133,Stuckenia pectinata,0.529999971,8.5,NA,NA,0.06,600,"silt, sand and gravel"
ST4134,Nuphar lutea,0.449999988,15,NA,NA,0.45,470,"silt, sand and gravel"
ST4134,Polygonum amphibium,0.449999988,15,NA,NA,0.45,470,"silt, sand and gravel"
ST4134,Berula erecta,0.449999988,15,NA,NA,0.45,470,"silt, sand and gravel"
ST4134,Sparganium emersum,0.449999988,15,NA,NA,0.45,470,"silt, sand and gravel"
ST4134,Lemna minor,0.449999988,15,NA,NA,0.45,470,"silt, sand and gravel"
ST4134,Veronica anagallis-aquatica,0.449999988,15,NA,NA,0.45,470,"silt, sand and gravel"
GB4384,Nasturtium officinale,0.712,7,NA,1.63592222,5.183333,NA,"silt, sand and gravel"
ST4135,Sparganium emersum,0.310000002,9,NA,NA,0.4,330,"silt, sand and gravel"
ST4135,Elodea canadensis,0.310000002,9,NA,NA,0.4,330,"silt, sand and gravel"
ST4135,Ranunculus trichophyllus,0.310000002,9,NA,NA,0.4,330,"silt, sand and gravel"
FL4021,Ceratophyllum demersum,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
FL4021,Lemna minor,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
FL4021,Sagittaria sagittifolia,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
DE4096,Myosotis scorpioides,NA,NA,NA,NA,4.14,247,"silt, sand and gravel"
ST4134,Elodea canadensis,0.449999988,15,NA,NA,0.45,470,"silt, sand and gravel"
ST4134,Spirodela polyrhiza,0.449999988,15,NA,NA,0.45,470,"silt, sand and gravel"
FR4094,Amblystegium riparium,0.25,18,NA,4.291658,3.77,40,"silt, sand and gravel"
ST4035,Lemna trisulca,0.379999995,8,0.71,NA,NA,179,"silt, sand and gravel"
GB4387,Myosotis scorpioides,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
GB4387,Nasturtium officinale,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
GB4387,Callitriche platycarpa,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
CZ4048,Veronica anagallis-aquatica,0.42,15,NA,NA,5.28417,375.33,"silt, sand and gravel"
CZ4048,Veronica beccabunga,0.42,15,NA,NA,5.28417,375.33,"silt, sand and gravel"
ST4139,Berula erecta,0.589999974,3.5,NA,NA,0.18,540,"silt, sand and gravel"
ST4033,Glyceria fluitans,0.400000006,7,0.18,NA,NA,226,"silt, sand and gravel"
GB4388,Fissidens crassipes,NA,2.8,NA,2.30814815,4.322167,NA,"silt, sand and gravel"
GB4389,Amblystegium riparium,NA,NA,NA,2.66592593,4.559483,NA,"silt, sand and gravel"
ST4135,Fontinalis antipyretica,0.310000002,9,NA,NA,0.4,330,"silt, sand and gravel"
ST4136,Myosotis scorpioides,0.340000004,7,NA,NA,0.05,370,"silt, sand and gravel"
ST4136,Berula erecta,0.340000004,7,NA,NA,0.05,370,"silt, sand and gravel"
FL4021,Fontinalis antipyretica,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
FL4021,Sparganium emersum,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
ST4095,Polygonum amphibium,0.300000012,7,NA,NA,15.37821,303.492679,"silt, sand and gravel"
ST4036,Fontinalis antipyretica,0.5,7,0.89,NA,NA,84,"silt, sand and gravel"
ST4036,Nuphar lutea,0.5,7,0.89,NA,NA,84,"silt, sand and gravel"
ST4071,Berula erecta,0.300000012,8,NA,NA,9.473,199.115,"silt, sand and gravel"
ST4096,Amblystegium riparium,0.300000012,8,NA,NA,6.625807,184.2,"silt, sand and gravel"
ST4096,Pellia endiviifolia,0.300000012,8,NA,NA,6.625807,184.2,"silt, sand and gravel"
ST4096,Fontinalis antipyretica,0.300000012,8,NA,NA,6.625807,184.2,"silt, sand and gravel"
ST4096,Sparganium emersum,0.300000012,8,NA,NA,6.625807,184.2,"silt, sand and gravel"
ST4097,Fontinalis antipyretica,0.300000012,15,NA,NA,5.510914,279.984,"silt, sand and gravel"
ST4097,Rhynchostegium riparioides,0.300000012,15,NA,NA,5.510914,279.984,"silt, sand and gravel"
ST4097,Amblystegium fluviatile,0.300000012,15,NA,NA,5.510914,279.984,"silt, sand and gravel"
ST4098,Elodea canadensis,0.5,10,NA,NA,17.30548,924.733274,"silt, sand and gravel"
ST4098,Lemna minor,0.5,10,NA,NA,17.30548,924.733274,"silt, sand and gravel"
ST4099,Rhynchostegium riparioides,0.200000003,16,NA,NA,3.349107,82.378231,"silt, sand and gravel"
ST4099,Fontinalis antipyretica,0.200000003,16,NA,NA,3.349107,82.378231,"silt, sand and gravel"
GB4404,Oenanthe crocata,0.292,15,NA,3.1188,3.183714,NA,"silt, sand and gravel"
GB4404,Amblystegium riparium,0.292,15,NA,3.1188,3.183714,NA,"silt, sand and gravel"
GB4404,Pellia endiviifolia,0.292,15,NA,3.1188,3.183714,NA,"silt, sand and gravel"
GB4404,Amblystegium fluviatile,0.292,15,NA,3.1188,3.183714,NA,"silt, sand and gravel"
GB4404,Cinclidotus fontinaloides,0.292,15,NA,3.1188,3.183714,NA,"silt, sand and gravel"
GB4404,Rhynchostegium riparioides,0.292,15,NA,3.1188,3.183714,NA,"silt, sand and gravel"
FL4021,Myosotis scorpioides,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
GB4404,Fontinalis antipyretica,0.292,15,NA,3.14170588,3.219412,NA,"silt, sand and gravel"
FL4021,Potamogeton natans,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
FL4021,Spirodela polyrhiza,1.25,6,0.2,NA,NA,NA,"silt, sand and gravel"
DE4096,Nasturtium officinale,NA,NA,NA,NA,4.14,247,"silt, sand and gravel"
DE4097,Ranunculus peltatus,NA,NA,0.1,NA,0.57,47,"silt, sand and gravel"
ST4106,Scirpus lacustris,0.800000012,4,NA,NA,7.6745,188.5,"silt, sand and gravel"
ST4106,Lemna minor,0.800000012,4,NA,NA,7.6745,188.5,"silt, sand and gravel"
ST4106,Equisetum fluviatile,0.800000012,4,NA,NA,7.6745,188.5,"silt, sand and gravel"
GB4395,Fontinalis antipyretica,0.401428571,7.5,NA,3.11757576,5.53956,NA,"silt, sand and gravel"
GB4395,Veronica beccabunga,0.401428571,7.5,NA,3.11757576,5.53956,NA,"silt, sand and gravel"
ST4082,Berula erecta,0.5,8,NA,NA,2.642,31.5,"silt, sand and gravel"
ST4082,Glyceria fluitans,0.5,8,NA,NA,2.642,31.5,"silt, sand and gravel"
DE4001,Hydrocharis morsus-ranae,NA,8,0.05,NA,0.18,147,"silt, sand and gravel"
DE4001,Spirodela polyrhiza,NA,8,0.05,NA,0.18,147,"silt, sand and gravel"
DE4007,Potamogeton natans,NA,6,0.2,NA,3.54,180,"silt, sand and gravel"
DE4007,Sparganium emersum,NA,6,0.2,NA,3.54,180,"silt, sand and gravel"
DE4007,Nuphar lutea,NA,6,0.2,NA,3.54,180,"silt, sand and gravel"
DE4007,Myosotis scorpioides,NA,6,0.2,NA,3.54,180,"silt, sand and gravel"
DE4007,Lemna minor,NA,6,0.2,NA,3.54,180,"silt, sand and gravel"
DE4011,Elodea canadensis,NA,4,0.5,NA,5.3,150,"silt, sand and gravel"
DE4011,Sparganium emersum,NA,4,0.5,NA,5.3,150,"silt, sand and gravel"
ST4111,Scirpus lacustris,0.100000001,7,NA,NA,0.2345,153.5,"silt, sand and gravel"
ST4111,Myriophyllum alterniflorum,0.100000001,7,NA,NA,0.2345,153.5,"silt, sand and gravel"
ST4111,Fontinalis antipyretica,0.100000001,7,NA,NA,0.2345,153.5,"silt, sand and gravel"
ST4112,Equisetum fluviatile,0.800000012,10,NA,NA,2.219,34.5,"silt, sand and gravel"
ST4112,Sparganium emersum,0.800000012,10,NA,NA,2.219,34.5,"silt, sand and gravel"
GB4386,Ranunculus penicillatus,NA,NA,NA,1.39783784,5.52973,NA,"silt, sand and gravel"
ST4103,Myriophyllum alterniflorum,0.200000003,15,NA,NA,0.027,10,"silt, sand and gravel"
DE4096,Berula erecta,NA,NA,NA,NA,4.14,247,"silt, sand and gravel"
GB4387,Callitriche stagnalis,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
GB4387,Ranunculus penicillatus,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
GB4387,Sparganium emersum,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
GB4387,Callitriche obtusangula,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
GB4387,Oenanthe crocata,1.40625,6.5,NA,2.41176471,4.395833,NA,"silt, sand and gravel"
ST4118,Sparganium emersum,0.400000006,6,NA,NA,6.984,74.5,"silt, sand and gravel"
ST4118,Fontinalis antipyretica,0.400000006,6,NA,NA,6.984,74.5,"silt, sand and gravel"
ST4118,Lemna minor,0.400000006,6,NA,NA,6.984,74.5,"silt, sand and gravel"
ST4118,Scirpus lacustris,0.400000006,6,NA,NA,6.984,74.5,"silt, sand and gravel"
ST4118,Nuphar lutea,0.400000006,6,NA,NA,6.984,74.5,"silt, sand and gravel"
ST4120,Elodea canadensis,0.400000006,6,NA,NA,NA,19.5,"silt, sand and gravel"
ST4120,Amblystegium riparium,0.400000006,6,NA,NA,NA,19.5,"silt, sand and gravel"
ST4120,Scirpus lacustris,0.400000006,6,NA,NA,NA,19.5,"silt, sand and gravel"
